0,75,75,76,80,79,79,80,80,80,75,76,76,75,74,73,73,74,73,72,73,73,74,75,74,74,74,78,79,79,75,75,75,74,74,75,76,76,76,76,75,78,77,78,79,78,79,74,75,78,75,75,76,76,76,76,76,77,78,77,77,77,80,79,81,78,79,78,78,76,76,77,77,78,79,78,78,75,75,76,76,78,75,75,76,76,76,76,77,77,76,76,79,79,79,70,73,75,76,73,73,77,71,71,72,60,61,74,74,74,74,75,77,76,73,80,77,77,78,78,77,77,77,77,79,77,78,78,76,76,76,77,77,77,77,77,77,76,76,71,74,74,75,75,80,80,80,71,71,76,74,73,79,78,78,79,80,78,79,78,78,78,77,79,78,78,78,78,79,80,78,79,79,80,72,71,70,71,75,74,74,72,72,74,72,72,79,76,75,76,78,80,75,75,74,70,77,74,78,78,77,71,71,71,71,71,70,69,69,70,70,71,70,68,69,69,69,70,79,79,75,74,77,77,75,74,71,72,73,74,67,68,67,75,76,72,72,77,76,77,67,67,68,68,68,69,79,78,79,79,72,78,78,78,78,81,81,79,79,80,75,75,74,78,78,78,62,72,72,71,71,70,70,79,79,79,78,80,80,78,67,67,66,75,76,77,76,77,77,76,75,74,75,75,77,78,72,80,79,79,80,79,79,77,78,75,76,71,69,69,68,69,68,67,79,74,76,77,71,71,71,71,70,73,81,80,81,81,81,76,76,75,79,79,79,76,77,76,78,76,75,74,74,74,79,77,77,77,77,77,77,78,78,77,77,76,75,74,74,75,76,75,76,76,79,80,69,70,72,78,77,75,75,75,76,79,78,77,78,78,78,77,77,79,74,74,75,76,76,76,78,78,78,77,75,75,74,76,75,75,74,74,77,77,74,76,76,75,75,76,75,75,74,73,74,73,73,73,73,73,73,73,72,73,75,75,76,77,77,77,76,76,82,81,76,75,82,81,75,75,77,76,76,75,75,76,75,74,76,74,74,73,76,76,76,76,76,75,78,79,78,78,76,77,76,77,78,78,78,78,78,78,79,76,76,76,77,76,76,77,77,77,76,76,75,76,75,74,78,79,78,78,78,78,78,78,81,76,81,80,73,71,80,79,79,78,73,69,71,77,77,75,75,75,76,75,75,76,76,76,72,72,70,76,66,75,72,72,80,79,76,75,76,69,70,78,75,76,71,69,71,78,78,78,79,82,81,81,80,74,74,75,76,76,74,74,77,71,70,75,78,76,77,77,78,78,78,78,77,78,79,77,76,76,77,77,77,78,78,76,77,77,78,74,78,76,76,76,71,71,71,71,72,73,72,72,73,72,72,73,73,77,76,75,74,75,75,77,78,78,76,78,73,76,76,75,79,80,80,74,74,72,71,70,69,77,78,76,75,77,77,77,78,76,77,78,76,77,75,76,77,77,76,77,78,76,77,77,78,77,78,79,78,78,75,75,76,76,77,76,76,76,76,67,71,72,72,67,78,78,77,77,75,74,73,77
75,0,0,2,73,74,75,74,74,74,67,68,68,66,66,67,67,67,77,77,78,78,79,78,79,78,77,69,73,73,81,78,78,78,77,79,80,79,79,79,78,81,82,82,82,82,83,74,74,76,75,73,74,73,74,73,73,73,76,76,76,76,70,75,71,78,78,78,77,76,77,77,76,77,77,77,78,78,78,78,78,78,77,76,76,77,78,78,77,77,78,78,79,80,79,79,72,77,75,74,74,74,77,78,77,68,70,78,79,79,79,79,80,80,60,75,63,64,64,64,62,62,63,62,72,73,72,71,71,72,72,72,71,72,73,73,76,77,76,77,77,77,76,76,76,76,76,73,73,73,72,72,79,73,73,74,75,73,74,73,74,75,74,74,72,73,73,73,73,74,73,73,72,73,77,75,75,77,75,76,75,75,76,74,76,76,78,77,75,73,74,75,64,64,64,74,76,71,78,76,77,72,73,73,73,72,71,72,72,72,71,71,71,71,72,73,73,72,78,77,76,76,73,73,75,74,72,72,73,73,78,78,78,75,75,75,75,78,79,78,75,74,73,74,75,74,79,74,72,72,77,76,76,75,75,69,70,78,77,78,70,71,72,70,70,71,78,71,70,71,72,72,72,80,79,77,78,80,79,78,72,71,70,71,71,70,71,70,69,69,70,71,71,71,74,75,74,75,76,75,76,75,74,77,73,82,81,68,68,69,69,68,69,69,76,69,74,75,75,75,75,75,76,76,63,64,61,61,61,75,74,74,72,71,72,70,71,71,69,72,71,72,72,72,74,73,73,73,74,75,74,74,73,73,73,74,74,71,72,73,72,71,72,72,72,72,76,76,76,76,75,76,76,75,75,75,76,77,78,77,76,77,76,80,78,78,77,76,77,77,76,77,78,78,70,71,72,70,69,69,70,70,73,73,76,77,77,74,73,74,75,74,74,72,73,73,72,73,72,72,73,74,74,73,81,80,80,80,81,81,81,80,77,76,78,78,76,75,78,79,79,79,79,77,77,78,78,78,77,72,72,74,70,70,69,70,71,76,71,68,67,67,70,73,74,74,75,75,76,75,74,74,73,77,77,77,68,70,70,70,70,70,69,70,71,71,71,71,70,71,72,72,71,70,71,81,79,77,73,73,77,76,79,80,80,79,79,70,75,71,72,78,77,77,77,77,77,78,77,77,77,76,76,72,70,75,75,75,73,78,71,72,71,75,75,76,74,74,77,78,78,79,78,79,79,78,77,77,78,79,81,81,81,81,79,79,78,80,80,61,77,73,73,73,74,75,75,74,74,75,75,75,75,77,78,76,77,78,78,78,79,77,76,69,75,77,77,77,76,77,78,77,76,76,76,77,77,77,77,77,73,74,75,75,74,77,77,75,71,67,67,69,73,78,78,79,74,74,73,76,75,79,80,79,78,72,73,77,77,74,75,78,79,78,78,78,76,75,75,75,75,76,74,76,77,76,76,75,76,75,76,77,77,77,75,78,77,76,77,77,77,74,75,74,71,72,73,76,79,80,79,76,73,79,80,66
75,0,0,2,72,73,74,73,73,73,66,67,67,65,65,66,66,66,76,76,77,77,78,77,78,77,76,70,74,74,80,77,77,77,77,79,80,79,79,79,79,82,83,82,82,83,83,74,74,77,75,72,73,72,73,72,72,72,77,77,77,77,71,76,72,78,78,78,77,76,77,77,76,77,77,77,78,79,79,79,79,79,78,77,77,78,79,79,78,78,79,79,78,79,78,79,72,78,76,74,74,73,77,78,77,68,70,77,78,78,78,78,80,80,60,74,63,64,64,64,62,62,63,62,71,74,73,72,72,73,73,73,72,73,74,74,76,77,76,77,77,76,75,75,76,76,77,73,73,74,71,71,80,73,73,74,75,73,74,73,74,75,74,74,72,73,73,73,73,74,73,73,72,73,77,74,75,76,74,75,75,74,75,74,77,77,79,77,76,72,74,74,65,65,65,73,76,71,78,76,77,73,74,74,74,73,72,73,73,73,72,72,72,72,73,74,74,73,77,76,76,76,73,73,75,74,72,72,73,73,79,79,79,75,75,76,76,78,79,78,74,73,73,74,75,74,80,75,73,73,77,76,76,76,76,69,70,78,77,78,70,71,72,70,70,71,78,71,70,71,72,72,72,79,78,76,77,79,78,77,72,71,70,70,70,69,70,70,69,68,69,70,70,70,74,76,73,75,76,75,76,75,74,77,73,82,81,67,68,69,69,68,69,69,77,70,74,75,75,75,75,75,76,77,63,64,61,61,61,76,75,75,73,72,73,70,71,71,70,73,72,73,73,73,75,74,74,74,75,76,75,75,74,74,74,74,75,72,73,74,73,72,73,72,73,73,76,76,76,77,75,76,76,75,75,75,77,78,79,78,77,77,77,80,78,78,76,75,76,76,77,78,78,78,69,70,71,69,68,68,70,70,74,74,77,77,77,73,72,73,75,74,73,71,72,72,71,72,71,71,72,73,74,73,81,80,80,80,81,81,80,79,77,76,78,78,76,75,78,79,79,79,79,77,77,78,78,78,76,72,72,74,69,69,68,69,70,77,71,68,67,67,70,73,74,74,75,75,75,75,74,74,73,77,77,77,67,69,69,69,69,69,68,69,70,70,70,70,71,72,73,73,72,71,72,81,79,77,73,73,78,77,79,80,80,79,79,71,75,71,72,78,77,77,76,76,76,77,76,76,78,77,76,71,70,76,75,75,73,78,71,72,71,76,75,75,74,74,78,79,79,79,78,79,79,78,77,77,78,78,80,80,80,80,79,79,78,80,80,61,77,73,73,73,74,75,75,74,74,75,75,75,75,77,78,76,78,79,79,78,79,77,76,70,75,77,77,77,77,78,79,78,77,77,77,78,78,78,78,78,73,75,75,75,74,77,77,75,71,67,67,69,73,78,78,79,74,73,72,77,76,78,79,79,78,72,73,76,76,75,76,79,80,79,78,77,75,75,76,75,75,75,73,75,76,76,75,74,75,74,75,76,77,78,76,78,77,75,76,77,76,73,74,74,71,72,73,76,80,80,79,75,74,79,81,65
76,2,2,0,75,76,77,76,75,75,67,68,68,66,65,66,66,65,75,75,75,75,76,76,76,75,73,70,72,73,79,77,77,78,77,77,78,77,78,77,77,81,82,82,82,82,80,78,78,75,72,75,75,74,75,76,76,76,77,77,77,77,70,77,71,78,78,78,77,77,77,77,77,78,78,79,79,79,79,79,79,79,79,78,78,78,78,78,78,78,78,77,79,80,81,79,73,77,75,75,75,73,74,75,74,73,72,78,79,80,80,80,80,80,62,73,61,62,62,62,60,60,61,60,73,75,74,73,73,74,74,75,74,74,75,75,74,73,75,74,76,76,75,76,75,75,75,71,71,76,73,73,78,72,71,72,73,73,74,73,73,74,73,74,72,73,73,73,73,74,74,73,72,73,75,72,73,75,74,74,76,75,75,75,75,75,79,78,74,74,71,70,67,66,66,73,77,73,79,78,78,72,72,72,73,72,72,73,73,73,72,72,72,72,73,74,74,72,78,78,75,76,75,75,75,74,73,73,74,73,78,78,79,75,76,75,75,77,78,78,74,73,73,74,75,74,76,74,71,70,76,77,77,76,75,72,72,79,78,79,71,71,72,70,70,71,76,73,72,73,74,74,75,80,80,76,77,78,77,76,70,69,71,70,70,70,70,69,68,68,69,70,70,71,75,76,76,75,76,76,77,76,76,78,75,82,81,70,71,72,71,70,71,71,76,69,75,76,75,75,75,75,76,77,65,66,65,65,65,76,75,75,72,68,69,68,69,69,67,71,70,70,70,70,72,72,73,73,73,74,74,74,73,72,71,74,74,70,69,70,70,69,70,71,71,70,76,76,74,76,74,73,75,75,74,76,78,77,78,78,77,76,76,80,79,78,77,76,77,78,79,80,81,82,72,73,74,72,71,71,68,68,71,71,76,76,76,74,73,73,73,74,74,72,73,73,72,73,72,72,73,75,75,74,77,77,77,77,78,79,78,77,75,74,79,79,74,74,75,76,77,77,77,75,75,76,76,76,79,70,70,72,71,71,70,70,71,75,72,68,67,67,66,69,70,70,71,72,73,72,71,71,70,74,73,74,70,72,72,72,72,72,71,72,73,71,71,71,72,73,72,72,71,72,73,82,76,76,73,73,80,80,78,78,78,76,78,73,74,72,73,78,77,77,78,78,77,78,77,77,79,78,77,72,72,78,75,75,74,78,68,67,66,76,75,73,73,73,78,79,78,77,76,77,77,78,77,77,77,80,81,81,81,81,79,79,79,78,78,62,76,75,76,76,77,77,77,76,76,76,77,77,77,77,78,78,77,78,78,79,80,78,77,67,76,78,78,78,77,77,78,79,78,77,77,78,78,78,77,77,68,73,73,73,74,76,76,73,69,69,69,69,78,78,77,78,74,73,73,77,77,79,80,79,78,70,71,75,75,71,72,74,75,75,75,74,73,72,72,72,72,73,72,72,73,72,73,72,73,72,73,74,74,74,72,74,74,73,74,73,75,72,72,76,71,72,73,76,78,79,79,74,74,78,77,65
80,73,72,75,0,0,0,0,1,1,73,73,74,74,74,74,74,74,72,72,72,72,73,73,73,74,73,76,78,78,69,71,70,70,70,70,71,71,71,71,71,78,78,78,79,79,77,72,71,75,77,75,76,76,76,75,75,75,81,80,81,82,76,80,77,75,75,75,75,75,75,75,75,75,75,74,75,74,74,74,74,74,75,75,75,74,74,74,74,73,73,73,54,55,56,78,78,75,73,75,75,72,75,74,73,79,81,71,70,71,70,72,77,78,81,73,76,76,76,77,76,76,76,75,73,78,78,78,77,76,76,76,76,76,77,77,77,76,77,76,79,79,78,78,76,75,75,77,78,79,68,68,76,78,80,80,80,78,78,78,79,80,80,80,80,80,80,80,80,80,79,80,80,79,78,77,76,76,77,77,77,79,79,70,74,74,74,74,74,71,77,77,76,77,76,78,80,78,76,74,76,73,74,73,73,72,74,74,74,75,73,74,74,73,73,73,74,73,74,73,77,77,72,71,80,79,77,78,78,78,75,75,75,77,78,79,80,81,80,79,76,77,73,74,74,73,79,69,70,70,76,73,73,73,74,79,79,76,75,76,77,77,78,72,72,71,74,80,80,80,80,79,79,75,75,75,75,76,75,76,74,75,72,77,78,78,78,77,76,77,77,78,78,78,72,75,79,76,76,76,76,76,77,73,80,74,74,76,73,74,73,73,73,74,75,73,64,65,74,74,74,74,74,78,77,78,78,78,77,76,76,76,78,76,77,77,77,77,76,78,77,77,76,76,76,78,78,78,77,76,77,78,77,77,76,77,77,77,77,78,78,77,78,78,76,76,79,80,81,76,78,80,78,78,77,82,77,80,81,81,79,79,75,72,80,79,79,80,81,81,75,76,75,75,74,74,75,75,75,74,75,75,72,72,82,78,78,79,78,77,79,78,79,78,79,79,81,81,81,80,80,80,80,81,78,76,76,76,76,76,76,76,76,76,76,75,78,77,79,79,79,79,79,81,81,81,81,80,72,77,77,75,77,77,78,78,77,76,74,81,81,83,78,79,79,79,80,79,79,79,79,79,79,78,78,78,76,76,76,76,76,76,75,75,76,80,80,80,77,78,78,79,79,79,76,71,76,72,77,77,80,79,74,73,72,72,77,72,69,75,76,75,75,75,73,72,72,73,74,75,76,76,75,80,71,72,76,76,78,67,75,75,75,78,75,74,77,78,70,71,79,71,71,71,74,79,77,78,78,78,78,77,78,78,79,79,76,75,76,73,75,74,74,75,74,75,74,74,74,75,76,77,76,77,77,76,79,80,79,72,73,73,73,71,79,77,77,77,80,80,81,81,81,80,81,81,81,81,80,80,75,76,75,77,76,74,74,74,76,70,70,72,76,77,75,76,76,77,77,78,78,71,71,71,71,72,72,75,74,76,75,74,75,75,75,73,74,72,74,74,74,74,74,74,75,74,74,74,74,74,74,75,75,75,74,78,77,74,75,74,73,76,75,72,67,67,66,75,75,75,75,76,71,76,71,73
79,74,73,76,0,0,0,0,1,1,73,73,74,74,74,74,74,74,71,71,71,71,72,72,72,73,72,76,79,79,69,71,70,70,70,70,71,71,71,71,71,78,78,79,79,78,76,72,71,74,78,75,76,76,76,75,75,74,80,79,80,81,76,79,77,76,75,76,76,76,75,75,76,75,75,74,74,75,75,75,75,75,76,76,76,75,75,75,75,74,74,74,53,54,55,78,78,74,73,75,75,72,75,74,73,79,81,70,69,70,70,71,76,77,81,73,76,76,76,77,76,76,76,75,73,78,78,78,77,76,76,76,76,76,77,77,77,76,77,76,79,79,78,78,75,74,74,78,79,80,67,67,76,79,81,81,81,79,79,79,80,81,81,81,81,81,80,81,81,81,80,81,81,80,77,77,75,76,76,76,76,79,79,71,74,74,73,75,74,71,77,76,75,76,75,77,79,78,75,73,75,73,74,74,74,72,74,74,74,75,73,74,74,73,73,73,74,74,74,73,77,77,72,71,79,78,76,77,77,77,76,76,76,78,79,80,81,80,79,79,76,76,72,73,73,72,78,70,71,71,75,73,73,73,74,79,79,77,76,77,77,77,78,72,72,71,74,79,79,80,80,79,79,74,74,74,74,75,74,75,74,75,72,78,77,77,77,76,76,77,77,78,78,78,73,74,78,76,76,76,76,76,77,74,81,73,73,76,73,73,73,73,73,74,75,73,63,64,73,73,73,73,73,77,77,78,78,78,77,77,77,77,79,77,78,77,77,77,76,78,77,77,76,76,77,78,79,79,78,77,78,79,78,78,76,78,78,77,77,78,78,77,78,78,76,75,79,80,81,77,79,80,78,78,77,82,78,80,81,81,79,79,76,72,80,79,79,80,81,81,76,77,76,76,74,74,75,75,75,74,75,75,72,72,81,77,77,79,78,77,78,77,79,78,79,79,81,80,80,79,79,79,79,80,78,77,77,77,77,77,77,77,76,77,75,74,78,77,78,78,79,79,79,81,81,81,81,80,71,77,77,75,77,77,78,78,77,76,74,81,81,83,78,78,78,78,79,78,78,78,78,78,78,78,78,78,75,76,76,75,75,75,74,74,75,80,80,80,76,77,77,78,78,78,75,71,75,72,76,76,79,79,74,73,72,73,76,73,68,75,76,76,76,75,73,72,72,73,74,75,76,77,76,81,71,72,75,75,77,67,75,75,75,78,74,74,76,77,71,72,79,71,71,71,74,80,78,79,79,78,78,77,77,77,78,78,76,75,76,73,75,74,74,75,74,75,74,74,74,75,76,77,76,78,78,77,80,81,80,73,74,74,74,71,79,76,76,76,80,80,81,81,81,80,81,81,81,81,80,80,75,76,75,77,76,74,74,74,76,71,71,73,76,77,74,75,76,77,77,78,78,71,71,71,71,72,72,75,74,76,75,74,75,75,75,73,73,72,73,73,73,73,73,74,75,74,74,74,74,74,73,74,74,74,73,77,76,73,74,73,72,76,75,72,67,67,66,75,75,75,75,76,71,75,71,74
79,75,74,77,0,0,0,0,1,1,73,73,74,74,74,74,74,74,71,71,71,71,72,72,72,73,72,77,79,79,69,72,71,71,71,69,70,71,71,71,71,78,78,79,79,78,76,72,72,75,79,75,76,76,76,75,75,74,80,79,79,80,76,79,78,75,75,76,76,75,75,75,75,75,75,74,74,75,75,75,75,75,76,76,76,75,75,75,75,74,74,74,53,54,55,78,78,73,73,75,75,73,75,74,73,79,81,71,70,71,71,71,76,77,80,73,76,76,76,77,76,76,76,75,73,78,78,78,76,76,76,76,76,76,77,77,77,76,77,76,79,79,78,78,75,74,74,78,79,81,66,66,76,80,81,82,82,80,80,80,81,82,82,82,82,82,81,82,82,82,81,82,82,81,77,77,75,76,76,76,76,79,79,71,74,74,73,76,74,71,77,75,74,75,74,76,78,78,76,74,76,73,74,74,74,72,74,74,74,75,73,74,74,73,73,73,74,74,74,73,76,76,73,72,79,78,76,77,77,77,77,77,77,78,79,79,80,80,79,79,76,76,72,73,73,72,78,70,71,71,74,74,74,74,75,79,79,77,76,77,77,77,78,72,72,71,74,79,79,80,80,79,79,73,73,74,74,75,74,75,73,74,71,77,76,76,76,75,75,76,76,77,77,77,74,74,78,76,76,76,76,76,77,74,80,73,72,76,73,73,73,74,73,74,75,74,63,64,74,74,74,74,74,76,77,78,78,78,77,78,78,78,79,77,78,78,78,78,77,78,77,77,76,77,77,79,80,80,79,78,79,80,79,79,77,79,79,78,78,79,79,78,79,79,76,75,79,80,81,77,79,79,78,78,77,82,79,80,81,82,80,80,76,73,80,79,78,79,80,80,76,77,76,76,74,74,75,75,75,74,76,76,71,71,81,77,77,79,78,77,78,77,79,78,79,79,81,80,80,79,79,79,79,80,78,77,77,77,77,77,77,77,76,77,75,75,77,76,78,78,79,79,79,81,81,81,80,79,70,78,78,76,77,77,78,78,77,76,74,80,80,82,78,78,78,77,78,78,78,78,78,78,78,77,77,77,75,77,77,76,76,76,75,75,76,80,80,80,77,78,78,79,78,78,76,72,75,73,76,76,78,79,73,72,71,72,75,74,68,75,76,76,76,75,73,72,72,73,74,75,76,77,76,80,71,73,75,75,76,67,75,75,75,77,74,74,76,77,72,73,79,71,71,71,73,79,77,78,78,78,78,77,77,77,78,78,76,75,76,73,75,75,75,75,75,76,75,75,75,76,77,78,77,78,78,77,79,80,80,73,74,74,74,71,79,76,75,76,80,80,81,81,81,80,81,81,81,81,80,80,75,77,76,78,77,75,75,75,76,72,71,72,76,77,75,76,75,76,76,79,79,71,71,71,71,72,72,75,74,76,75,74,75,75,75,72,73,72,73,73,73,73,73,74,75,74,73,73,74,74,73,74,74,74,73,77,76,73,74,73,72,76,75,72,67,67,66,75,75,75,75,76,71,75,71,75
80,74,73,76,0,0,0,0,1,1,73,73,74,74,74,74,74,74,72,72,72,72,73,73,73,74,73,77,78,78,69,72,71,71,71,69,70,71,71,71,71,78,78,78,79,79,77,72,72,76,78,75,76,76,76,75,75,75,81,80,80,81,76,80,78,74,75,75,75,74,75,75,74,75,75,74,75,74,74,74,74,74,75,75,75,74,74,74,74,73,73,73,54,55,56,78,78,74,73,75,75,73,75,74,73,79,81,72,71,72,71,72,77,78,80,73,76,76,76,77,76,76,76,75,73,78,78,78,76,76,76,76,76,76,77,77,77,76,77,76,79,79,78,78,76,75,75,77,78,80,67,67,76,79,81,81,81,79,79,79,80,81,81,81,81,81,81,81,81,81,80,81,81,80,78,77,76,76,77,77,77,79,79,70,74,74,74,75,74,71,77,76,75,76,75,77,79,78,77,75,77,73,74,73,73,72,74,74,74,75,73,74,74,73,73,73,74,73,74,73,76,76,73,72,80,79,77,78,78,78,76,76,76,77,78,78,79,81,80,79,76,77,73,74,74,73,79,69,70,70,75,74,74,74,75,79,79,76,75,76,78,78,78,72,72,71,74,80,80,80,80,79,79,74,74,75,75,76,75,76,73,74,71,76,77,77,77,76,75,76,76,77,77,77,73,75,79,76,76,76,76,76,77,73,79,74,73,76,73,74,73,74,73,74,75,74,64,65,75,75,75,75,75,77,77,78,78,78,77,77,77,77,79,77,78,78,78,78,77,78,77,77,76,77,76,79,79,79,78,77,78,79,78,78,77,78,78,78,78,79,79,78,79,79,76,76,79,80,81,76,78,79,78,78,77,82,78,80,81,82,80,80,75,73,80,79,78,79,80,80,75,76,75,75,74,74,75,75,75,74,76,76,71,71,82,78,78,79,78,77,79,78,79,78,79,79,81,81,81,80,80,80,80,81,78,76,76,76,76,76,76,76,76,76,76,76,77,76,79,79,79,79,79,81,81,81,80,79,71,78,78,76,77,77,78,78,77,76,74,80,80,82,78,79,79,78,79,79,79,79,79,79,79,77,77,77,76,77,77,77,77,77,76,76,77,80,80,80,78,79,79,80,79,79,77,72,76,73,77,77,79,79,73,72,71,71,76,73,69,75,76,75,75,75,73,72,72,73,74,75,76,76,75,79,71,73,76,76,77,67,75,75,75,77,75,74,77,78,71,72,79,71,71,71,73,78,76,77,77,78,78,77,78,78,79,79,76,75,76,73,75,75,75,75,75,76,75,75,75,76,77,78,77,77,77,77,78,79,79,73,74,74,74,71,79,77,76,77,80,80,81,81,81,80,81,81,81,81,80,80,75,77,76,78,77,75,75,75,76,71,70,71,76,77,76,77,75,76,76,79,79,71,71,71,71,72,72,75,74,76,75,74,75,75,75,72,74,72,74,74,74,74,74,74,75,74,73,73,74,74,74,75,75,75,74,78,77,74,75,74,73,76,75,72,67,67,66,75,75,75,75,76,71,76,71,74
80,74,73,75,1,1,1,1,0,0,74,74,75,74,74,74,74,74,72,72,72,72,73,73,73,74,73,77,78,78,69,72,72,72,71,69,70,71,71,71,70,78,78,78,79,79,77,72,72,77,76,73,74,74,74,73,73,73,80,79,78,79,75,78,79,74,75,75,75,74,75,75,74,76,76,76,77,75,75,75,75,75,76,76,75,74,74,75,75,74,74,74,55,55,56,79,78,75,74,74,74,72,74,73,72,79,80,71,70,71,70,71,77,78,80,74,76,76,76,77,76,76,76,75,74,78,78,78,76,76,76,76,76,76,77,77,76,75,76,76,77,78,77,79,75,74,74,78,77,79,68,68,76,77,79,79,79,77,77,77,78,79,78,79,81,81,80,79,80,80,79,80,80,80,78,77,76,76,77,77,77,78,77,70,74,74,74,76,75,70,77,75,74,75,74,77,78,77,76,74,76,73,74,73,73,72,74,74,74,75,73,74,74,73,74,74,74,72,73,72,75,75,74,73,80,79,78,78,78,78,77,77,77,77,78,78,80,81,80,80,74,75,74,75,75,74,78,69,70,70,75,74,74,74,74,77,77,76,75,76,76,76,76,73,73,72,73,81,81,81,81,80,79,75,76,76,76,77,76,77,71,72,69,75,76,76,76,76,76,76,76,77,77,77,73,76,79,76,75,75,75,75,77,73,79,74,73,77,73,74,73,74,73,73,73,73,65,66,75,75,75,75,76,76,77,78,77,77,77,79,79,78,79,77,78,77,77,77,76,78,77,77,76,77,76,78,79,79,78,78,79,80,79,78,76,78,78,78,78,79,79,78,79,79,76,76,77,78,80,77,78,79,78,78,77,82,79,80,81,81,80,80,76,73,80,79,78,78,79,79,74,75,75,75,73,73,74,74,74,73,76,76,72,72,83,77,78,80,79,78,81,80,80,79,80,80,81,81,81,80,80,82,81,82,79,77,77,77,78,78,78,77,77,77,75,75,77,76,77,77,77,77,77,79,79,79,78,77,71,78,78,78,77,77,77,77,77,75,75,81,81,82,78,77,77,77,78,78,79,78,78,78,78,77,77,77,75,75,75,75,75,75,74,74,75,78,78,79,76,77,77,78,77,77,75,74,76,73,78,78,78,78,74,73,72,71,76,74,68,76,76,73,73,73,73,72,72,73,74,75,75,75,75,78,71,73,77,77,78,67,75,75,75,77,75,75,78,79,71,73,80,71,71,71,73,77,76,77,77,78,78,77,78,78,80,81,76,76,77,73,76,76,76,76,76,77,76,77,76,77,78,78,77,78,79,79,79,80,79,75,76,76,76,72,79,76,76,76,78,78,79,79,79,79,80,80,80,80,79,79,77,79,78,79,79,76,76,76,75,70,70,70,77,76,76,76,76,76,76,76,76,71,71,71,72,72,72,76,75,77,77,76,77,77,77,74,75,74,76,76,76,76,75,76,76,76,75,75,76,76,76,77,77,76,75,78,78,75,76,75,75,76,75,72,68,68,68,75,75,75,75,77,71,76,69,74
80,74,73,75,1,1,1,1,0,0,74,74,75,75,75,75,75,75,72,72,72,72,73,73,73,74,73,77,78,79,69,73,72,72,71,70,70,71,71,71,70,77,77,77,78,78,76,72,72,77,76,73,74,74,74,73,73,73,81,80,79,80,75,78,80,75,76,76,76,75,76,76,75,77,77,77,77,76,76,76,76,76,77,77,76,75,75,76,76,75,75,75,55,55,56,79,77,75,73,74,74,73,74,73,72,80,81,72,71,72,71,72,77,78,79,74,76,76,76,77,76,76,76,75,74,78,78,78,76,76,76,76,76,76,77,77,76,75,76,77,77,78,77,80,76,75,75,77,76,80,68,68,77,77,79,79,79,77,77,77,78,79,78,79,81,81,80,79,80,80,79,80,80,80,78,77,76,76,77,77,77,79,78,71,74,74,75,75,75,71,77,75,74,75,74,76,77,77,75,73,75,72,73,72,72,71,74,74,74,75,73,74,74,73,73,73,73,71,74,73,75,75,74,73,79,78,78,78,78,78,78,78,78,76,77,78,80,81,80,80,74,75,74,75,75,74,77,68,69,69,75,74,74,74,74,77,77,76,75,76,76,76,76,74,74,73,74,81,81,81,81,80,79,75,76,76,76,77,76,77,71,72,69,75,76,76,76,76,76,76,76,77,77,77,73,76,79,76,75,75,75,75,77,74,79,74,73,77,73,74,73,74,73,73,73,73,66,67,75,75,75,75,76,76,77,78,77,77,77,79,79,78,79,76,77,77,77,78,77,79,78,78,77,78,77,79,80,80,79,78,79,79,78,78,77,78,78,79,79,79,79,78,79,79,77,77,78,79,80,77,78,79,78,78,77,81,79,81,82,82,80,80,76,73,80,79,78,78,79,79,74,75,75,75,73,73,74,74,74,73,76,76,71,71,83,77,78,81,80,79,81,80,80,79,80,80,81,81,81,80,80,82,81,82,78,77,76,76,77,77,77,76,77,77,75,75,76,75,77,77,77,77,77,79,79,79,78,77,72,79,79,78,78,78,78,78,78,76,74,81,81,82,78,77,77,77,78,78,79,78,78,78,78,77,77,77,76,76,76,76,76,76,75,75,76,79,78,79,76,77,77,77,76,76,75,74,76,73,78,78,78,78,74,73,72,71,76,74,69,77,77,73,73,73,73,72,72,73,74,75,76,76,75,79,71,73,77,77,78,68,75,75,75,77,75,75,78,79,72,74,80,70,70,70,72,76,75,76,76,78,78,77,78,78,81,81,76,77,76,74,76,76,76,76,76,77,76,77,76,77,78,78,77,78,79,79,80,81,80,76,76,76,76,72,78,76,76,76,79,79,80,80,80,80,81,81,81,81,80,80,76,79,78,78,78,75,75,76,75,70,70,70,76,76,76,76,76,75,75,75,75,71,71,71,72,72,72,76,75,77,77,76,77,77,77,74,75,74,76,76,76,76,75,76,76,76,75,75,76,76,76,77,77,76,75,78,78,75,76,75,75,76,75,72,68,68,69,75,75,75,75,77,72,75,70,74
